documentid,property,value
5189970,违约金,2898
5190055,支行借款本金,18000
5190055,借款本金,18000
5190055,借款,18000
5190055,本金,18000
5192422,精神损害抚慰金,23354.85
5192422,残疾赔偿金,23354.85
5192422,赔偿金,23354.85
5192502,精神损害抚慰金,71540.18
5192502,车辆损失,71540.18
5192502,施救费,71540.18
5192578,精神损害抚慰金,153671.50
5192578,死亡赔偿金,153671.50
5192578,丧葬费,153671.50
5192578,赔偿金,153671.50
5192578,死亡赔偿金,87343
5192578,丧葬费,87343
5192578,赔偿金,87343
5192582,护理费,13799.43
5192582,交通费,13799.43
5192582,评估费,13799.43
5192582,交通费,13799.43
5192582,车损,13799.43
5192582,车损,13799.43
5192618,精神损害抚慰金,120000
5192618,残疾赔偿金,120000
5192618,交通费,120000
5192618,交通费,120000
5192618,赔偿金,120000
5192618,残疾赔偿金,10162.80
5192618,误工费,10162.80
5192618,交通费,10162.80
5192618,交通费,10162.80
5192618,赔偿金,10162.80
5192622,精神损害抚慰金,36744.68
5192622,残疾赔偿金,36744.68
5192622,赔偿金,36744.68
5192622,伙食补助费,15713.12
5192622,检查费,15713.12
5192660,精神损害抚慰金,138175.60
5192660,残疾赔偿金,138175.60
5192660,赔偿金,138175.60
5192697,精神损害抚慰金,119967.48
5192697,残疾赔偿金,119967.48
5192697,车辆损失,119967.48
5192697,赔偿金,119967.48
5192735,残疾赔偿金,63024.44
5192735,护理费,63024.44
5192735,交通费,63024.44
5192735,交通费,63024.44
5192735,赔偿金,63024.44
5192772,精神损害抚慰金,49707.79
5192772,车辆损失,49707.79
5192772,拖车费,49707.79
5192772,车费,49707.79
5192772,伙食补助费,29198.41
5192772,车辆损失,29198.41
5192772,医疗费,29198.41
5192772,拖车费,29198.41
5192772,车费,29198.41
5192776,伙食补助费,6799.53
5192776,护理费,6799.53
5192776,误工费,6799.53
5192776,交通费,6799.53
5192776,交通费,6799.53
5192811,借款本金,430647
5192811,借款,430647
5192811,本金,430647
5192811,本金,430647
5193209,借款本金,41000.00
5193209,借款,41000.00
5193209,本金,41000.00
5193209,本金,34500.00
5193209,本金,6500.00
5193417,工资差额,4000
5193517,伙食补助费,10998.58
5193517,护理费,10998.58
5193517,误工费,10998.58
5193517,交通费,10998.58
5193517,交通费,10998.58
5193517,伙食补助费,2474.64
5193517,医疗费,2474.64
5194924,电费,25426.37
5194924,违约金,25426.37
5194924,违约金,25426.37
5194924,电费,25426.37
5195256,支行借款本金,48000
5195256,借款本金,48000
5195256,借款,48000
5195256,本金,48000
5195256,本金,11772
5195256,本金,11923
5195256,本金,12075
5195256,本金,12229
5196929,精神损害抚慰金,2000
5196929,残疾赔偿金,14002
5196929,医疗费用,10000
5196929,护理费,2520
5196929,误工费,9655.89
5196929,交通费,300
5196929,鉴定费,700
5196929,营养费,630
5196929,交通费,300
5196929,赔偿金,14002
5196929,医疗费,23193.96
5196929,医疗费,10000
5199693,被抚养人生活费,15050
5199693,死亡赔偿金,406140
5199693,生活费,15050
5199693,赔偿金,406140
5200758,生活费,10400.00
5200758,医疗费,2132.00
5203657,支行借款本金,12706.72
5203657,借款本金,12706.72
5203657,借款,12706.72
5203657,本金,12706.72
5204374,经济损失,422000
5204374,损失费,422000
5204374,经济损失,784695.87
5204374,损失费,784695.87
5204374,医疗费,66296.59
5205034,借款本金,63709.99
5205034,借款,63709.99
5205034,本金,63709.99
5206508,抚养费,3000
5206508,价款,18000
5209914,本金,5800
5209914,欠款,5800
5209914,案件受理费,550
5209914,案件受理费,550
5209914,交通费,348
5209914,鉴定费,2000
5209914,住宿费,199
5209914,交通费,348
5210073,损失费,10150
5210138,各项损失,80000
5210138,各项损失,46828.43
5210264,财产损失,16820.59
5210264,保险金,6017
5210965,车辆损失,338000
5210965,鉴定费,6000
5212030,经济损失,23817
5212030,损失费,23817
5212030,经济损失,469.59
5212030,损失费,469.59
5212030,医疗费,5331.47
5212030,诉讼费,300
5212072,鉴定费,1380
5212072,复印费,25
5214670,经济损失,56115.77
5214670,损失费,56115.77
5214670,经济损失,3397.5
5214670,损失费,3397.5
5214670,医疗费,26380.93
5214670,诉讼费,400
5214678,车辆修理费,45000
5214678,修理费,45000
5214678,拖车费,700
5214678,车费,700
5215976,支付利息,67003.33
5215976,借款,150000
5215976,本金,150000
5216060,借款本金,165926
5216060,借款本金,165926
5216060,违约金,16592.6
5216060,违约金,165926
5216060,借款,165926
5216060,借款,165926
5216060,本金,165926
5216060,本金,165926
5217197,支行借款本金,1000000
5217197,借款本金,1000000
5217197,借款,1000000
5217197,本金,1000000
5217201,支行借款本金,1000000
5217201,借款本金,1000000
5217201,借款,1000000
5217201,本金,1000000
5217205,支行借款本金,217988.53
5217205,借款本金,217988.53
5217205,借款,217988.53
5217205,本金,217988.53
5217539,借款本金,348938.83
5217539,借款,348938.83
5217539,本金,348938.83
5217539,本金,348938.83
5217543,违约金,650000
5217543,租金,650000
5217543,租金,1900000
5217543,租金,791233
5217543,租金,2306027
5217547,逾期付款违约金,9273.98
5217547,逾期付款违约金,243340.54
5217547,违约金,9273.98
5217547,违约金,243340.54
5217547,本金,243340.54
5217559,代偿款,4621011.04
5217574,精神抚慰金,20000
5217574,经济损失,250136.66
5217574,保险金,196343.04
5217574,车损,2000
5217574,各项损失,53793.62
5217574,保险金,53793.62
5217574,保险金,26896.81
5217574,医疗费,53793.62
5217574,经济损失,1576.5
5217574,鉴定费,1576.5
5217574,复印费,1576.5
5217578,经济损失,44633.06
5217578,保险金,31243.14
5217958,精神抚慰金,45742.95
5217958,保险金,120000
5217958,保险金,45742.95
5217958,施救费,20110
5217958,保险金,200
5217958,保险金,13937
5217958,经济损失,5380
5217958,鉴定费,5380
5218113,保险金,95615.18
5218113,保险金,29604.85
5218113,经济损失,1156.00
5218133,生活费,90
5218133,医疗费,9561.12
5218143,住院伙食补助费,860
5218143,被抚养人生活费,4651.4
5218143,后续治疗费,6000
5218143,伙食补助费,860
5218143,精神抚慰金,1500
5218143,残疾赔偿金,40614
5218143,治疗费,6000
5218143,护理费,3139
5218143,误工费,14560.77
5218143,交通费,200
5218143,鉴定费,700
5218143,营养费,860
5218143,生活费,4651.4
5218143,交通费,200
5218143,赔偿金,40614
5218143,医疗费,30228.81
5218143,医疗费,10000
5218167,住院伙食补助费,905
5218167,被抚养人生活费,75250
5218167,伙食补助费,905
5218167,精神抚慰金,10000
5218167,残疾赔偿金,278320
5218167,护理费,3280
5218167,误工费,7862.60
5218167,交通费,500
5218167,鉴定费,700
5218167,生活费,75250
5218167,交通费,500
5218167,赔偿金,278320
5218167,医疗费,43531.10
5218167,鉴定费,700
5218167,住院伙食补助费,10000
5218167,伙食补助费,10000
5218167,精神抚慰金,110000
5218167,残疾赔偿金,110000
5218167,交通费,110000
5218167,营养费,10000
5218167,交通费,110000
5218167,赔偿金,110000
5218167,医疗费,10000
5218167,医疗费,10000
5218204,医疗费,5000
5220540,住院伙食补助费,225
5220540,伙食补助费,225
5220540,精神抚慰金,2000
5220540,残疾赔偿金,40614
5220540,各项损失,12509.98
5220540,护理费,750
5220540,误工费,5250
5220540,鉴定费,700
5220540,营养费,225
5220540,赔偿金,40614
5220540,医疗费,12509.98
5220771,支付利息,61000
5220771,借款本金,82000
5220771,借款,82000
5220771,本金,82000
5220771,本金,132000
5220771,本金,82000
5220791,违约金,2000
5220791,借款,13000
5220791,本金,13000
5223308,残疾赔偿金,60000
5223308,误工费,60000
5223308,交通费,60000
5223308,交通费,60000
5223308,赔偿金,60000
5223308,误工费,35913.72
5223308,交通费,35913.72
5223308,交通费,35913.72
5223308,鉴定费,2423.19
5223308,医药费,2423.19
5223867,财产损失,80854.69
5223867,财产损失,80854.69
5223867,保险金,79854.69
5223867,复印费,120
5227610,抚养费,300
5227610,抚养费,1800
5227610,价款,115000
5227610,价款,7870.5
5227610,价款,2500
5228036,残疾赔偿金,49209.60
5228036,财产损失,2000
5228036,医药费,10000
5228036,损失费,2000
5228036,赔偿金,49209.60
5228036,交通费,82275.58
5228036,鉴定费,82275.58
5228036,医药费,61396.33
5228036,交通费,82275.58
5228614,借款本金,10000.00
5228614,借款,10000.00
5228614,本金,10000.00
5228982,医药费,27762.50
5229022,医药费,8960.00
5234563,伙食补助费,165
5234563,护理费,995.06
5234563,误工费,368.06
5234563,交通费,200
5234563,交通费,200
5234563,医疗费,2150.60
5235554,生活费,200
5235554,生活费,50
5236782,经济损失,33675.02
5236782,经济损失,1605
5237753,丧葬费,157172.86
5237753,生活费,157172.86
5237753,医疗费,157172.86
5237779,借款本金,29000
5237779,借款,29000
5237779,本金,29000
5237978,伤残赔偿金,51156
5237978,护理费,13687.31
5237978,误工费,34650
5237978,赔偿金,51156
5237978,医疗费,10000
5237978,后续治疗费,8000
5237978,伙食补助费,4450
5237978,治疗费,8000
5237978,鉴定费,1680
5237978,医疗费,17000.95
5238076,伙食补助费,550
5238076,护理费,770.88
5238076,交通费,200
5238076,交通费,200
5238076,医疗费,11200
5238076,伙食补助费,550
5238076,护理费,770.88
5238076,交通费,200
5238076,交通费,200
5238076,医疗费,11200
5238380,伙食补助费,2754
5238380,护理费,4905.6
5238380,交通费,200
5238380,交通费,200
5238380,医疗费,746
5238380,伙食补助费,746
5238380,复印费,14.5
5238392,住院伙食补助费,4250
5238392,伙食补助费,4250
5238392,护理费,5956.80
5238392,误工费,2450.55
5238392,交通费,1500
5238392,交通费,1500
5238392,医疗费,10000
5238392,医疗费,495.90
5238463,精神损害抚慰金,50000
5238463,死亡赔偿金,210460
5238463,丧葬费,23155
5238463,生活费,143180
5238463,赔偿金,210460
5238491,车辆维修费,107703
5238491,施救费,3500
5238491,维修费,107703
5238547,伙食补助费,950
5238547,护理费,100
5238547,交通费,100
5238547,交通费,100
5238547,医疗费,8154.72
5239678,评估费,582
5239678,赔偿金,2000
5239678,赔偿金,10756
5239678,拖车费,900
5239678,车费,900
5239753,各项损失,11152.20
5242677,服务费,930
5242730,精神损害抚慰金,10000
5242730,被扶养人生活费,2074.25
5242730,残疾赔偿金,37536
5242730,护理费,1845.27
5242730,误工费,2056.76
5242730,交通费,3000
5242730,生活费,2074.25
5242730,交通费,3000
5242730,赔偿金,37536
5242730,医疗费,10000
5242730,住院伙食补助费,1450
5242730,伙食补助费,1450
5242730,治疗费,6000
5242730,鉴定费,1680
5242730,医疗费,35902.89
5242801,残疾赔偿金,41606
5242801,护理费,6174
5242801,误工费,38220
5242801,交通费,4000
5242801,交通费,4000
5242801,赔偿金,20000
5242801,赔偿金,41606
5242801,医疗费,10000
5242801,伙食补助费,3150
5242801,残疾赔偿金,102376.60
5242801,赔偿金,102376.60
5242801,医疗费,134156.34
5242801,鉴定费,1680
5242984,本金及利息,10000
5242984,借款本金,10000
5242984,借款,10000
5242984,本金,10000
5243261,违约金,142.77
5243261,服务费,2855.34
5244128,各项经济损失,82502.60
5244128,经济损失,82502.60
5244128,诉讼费,7406.50
5244128,各项经济损失,1460
5244128,经济损失,1460
5244136,借款本金人民币,50000
5244136,借款本金,50000
5244136,借款,50000
5244136,本金,50000
5244303,贷款本金,50000
5244303,本金,50000
5244862,租金,28195.64
5244940,被扶养人生活费,267903.91
5244940,残疾赔偿金,267903.91
5244940,生活费,267903.91
5244940,赔偿金,267903.91
5246598,借款本金,100000
5246598,借款,100000
5246598,本金,100000
5246601,借款本金,100000
5246601,借款,100000
5246601,本金,100000
5246607,借款本金,30000
5246607,借款,30000
5246607,本金,30000
5246607,本金,30000
5246610,借款本金,30000
5246610,借款,30000
5246610,本金,30000
5246613,借款,400000
5248753,工程款,132500
5253580,各项损失,292000
5253580,各项损失,459292.06
5253596,各项损失,107646.50
5253605,物业服务费,3252
5253605,违约金,1756
5253605,服务费,3252
5253609,物业服务费,6394
5253609,违约金,5927
5253609,服务费,6394
5255286,借款,25000.00
5255286,借款,25000.00
5260430,住院伙食补助费,5272.91
5260430,伙食补助费,5272.91
5260430,经济损失,5272.91
5260430,护理费,5272.91
5260430,交通费,5272.91
5260430,交通费,5272.91
5263509,借款,200000.00
5263509,借款,200000.00
5263509,借款,46000.00
5263607,伤残赔偿金,162541.80
5263607,误工费,162541.80
5263607,交通费,162541.80
5263607,交通费,162541.80
5263607,赔偿金,162541.80
5266204,残疾赔偿金,11000
5266204,赔偿金,11000
5266204,医疗费,1000
5266204,残疾辅助器具费,2500
5266204,精神抚慰金,5000
5266204,残疾赔偿金,87932.2
5266204,护理费,2176
5266204,误工费,11891.8
5266204,交通费,500
5266204,交通费,500
5266204,赔偿金,87932.2
5266204,医疗费,10000
5266204,住院伙食补助费,306
5266204,后续治疗费,10183.3
5266204,伙食补助费,306
5266204,残疾赔偿金,11746.6
5266204,治疗费,10183.3
5266204,营养费,102
5266204,赔偿金,11746.6
5266204,医疗费,10183.3
5268673,住院伙食补助费,600
5268673,伤残赔偿金,15790
5268673,后续治疗费,7100
5268673,伙食补助费,600
5268673,精神抚慰金,2000
5268673,治疗费,7100
5268673,护理费,6360
5268673,交通费,700
5268673,鉴定费,1600
5268673,鉴定费,1000
5268673,营养费,200
5268673,医药费,14178.02
5268673,交通费,700
5268673,赔偿金,15790
5271112,抚养费,3600
5271112,抚养费,1000
5271112,抚养费,2000
5271112,抚养费,3600
5271112,抚养费,1000
5271124,鉴定费,1200.00
5271217,精神损害抚慰金,4000.00
5271217,各项经济损失,100148.26
5271217,伤残赔偿金,74313.60
5271217,伙食补助费,1000.00
5271217,经济损失,100148.26
5271217,护理费,1809.40
5271217,误工费,7825.26
5271217,交通费,200.00
5271217,交通费,200.00
5271217,赔偿金,74313.60
5271217,医疗费,9000.00
5271217,车损,2000.00
5271217,各项经济损失,43188.11
5271217,经济损失,43188.11
5271217,医疗费,40118.11
5271217,车损,3070.00
5271217,鉴定费,1200.00
5271483,护理费,200.76
5271483,医疗费,4971.12
5271701,住院伙食补助费,2880
5271701,伙食补助费,2880
5271701,精神抚慰金,2000
5271701,残疾赔偿金,44736
5271701,护理费,7365.12
5271701,误工费,10260
5271701,交通费,268
5271701,鉴定费,1400
5271701,鉴定费,1400
5271701,营养费,960
5271701,交通费,268
5271701,赔偿金,44736
5271701,医疗费,42598.15
5271769,住院伙食补助费,540
5271769,后续治疗费,6500
5271769,伙食补助费,540
5271769,精神抚慰金,2000
5271769,残疾赔偿金,44736
5271769,损失医疗费,27847.82
5271769,财产损失,1900
5271769,治疗费,6500
5271769,护理费,1440
5271769,误工费,4900
5271769,交通费,100
5271769,鉴定费,1900
5271769,营养费,180
5271769,交通费,100
5271769,赔偿金,44736
5271769,医疗费,27847.82
5271769,车损,2000
5271847,被扶养人生活费,16101.00
5271847,住院伙食补助费,930.00
5271847,伙食补助费,930.00
5271847,精神抚慰金,10000.00
5271847,残疾赔偿金,84012.00
5271847,损失医疗费,35260.70
5271847,护理费,1984.00
5271847,误工费,9664.00
5271847,鉴定费,1300.00
5271847,生活费,16101.00
5271847,赔偿金,84012.00
5271847,医疗费,35260.70
5272046,精神损害抚慰金,1000.00
5272046,各项经济损失,36894.05
5272046,伤残赔偿金,15952.80
5272046,伙食补助费,1950.00
5272046,财产损失,2000.00
5272046,经济损失,36894.05
5272046,护理费,3528.33
5272046,误工费,3412.92
5272046,交通费,1000.00
5272046,交通费,1000.00
5272046,赔偿金,15952.80
5272046,医疗费,8050.00
5272046,各项经济损失,37490.79
5272046,财产损失,450.00
5272046,经济损失,37490.79
5272046,鉴定费,1200.00
5272046,医疗费,37040.79
5272317,各项经济损失,61813.60
5272317,伤残赔偿金,32607.00
5272317,伙食补助费,2000.00
5272317,经济损失,61813.60
5272317,护理费,3618.80
5272317,误工费,12087.80
5272317,交通费,1500.00
5272317,交通费,1500.00
5272317,赔偿金,32607.00
5272317,医疗费,8000.00
5272317,各项经济损失,27923.00
5272317,经济损失,27923.00
5272317,鉴定费,1200.00
5272317,复印费,80.00
5272317,医疗费,27843.00
5275637,借款,1600000
5275637,借款,8708.34
5277640,本金,282900
5277640,欠款,282900
5277727,护理费,7091.28
5277727,误工费,19304.04
5277727,交通费,720
5277727,交通费,720
5277727,医疗费,10000
5277727,伙食补助费,1080
5277727,营养费,1080
5277727,检查费,225
5277727,医疗费,7352.85
5277787,精神损害抚慰金,2000
5277787,住院伙食补助费,330
5277787,伙食补助费,330
5277787,残疾赔偿金,15790
5277787,护理费,550
5277787,误工费,8080
5277787,医药费,7218.28
5277787,赔偿金,15790
5277787,鉴定费,700
5277856,住院伙食补助费,195
5277856,各项经济损失,6417
5277856,伙食补助费,195
5277856,经济损失,6417
5277856,护理费,1628.28
5277856,误工费,1280.37
5277856,交通费,130
5277856,交通费,130
5277856,医疗费,6417
5277856,住院伙食补助费,195
5277856,各项经济损失,6417
5277856,伙食补助费,195
5277856,经济损失,6417
5277856,护理费,1628.28
5277856,误工费,1280.37
5277856,交通费,130
5277856,交通费,130
5277856,医疗费,6417
5277856,住院伙食补助费,195
5277856,各项经济损失,6417
5277856,伙食补助费,195
5277856,经济损失,6417
5277856,护理费,1628.28
5277856,误工费,1280.37
5277856,交通费,130
5277856,交通费,130
5277856,医疗费,6417
5278571,精神抚慰金,30000
5278571,死亡赔偿金,11767.50
5278571,丧葬费,21251.50
5278571,赔偿金,11767.50
5278571,赡养费,56981
5279262,住院期间伙食补助费,15
5279262,伙食补助费,15
5279262,护理费,95.88
5279262,误工费,100
5279262,交通费,375
5279262,交通费,375
5279262,医疗费,30097.67
5279262,医疗费,5104.13
5279411,住院伙食补助费,15
5279411,伙食补助费,15
5279411,残疾赔偿金,25578
5279411,护理费,95.88
5279411,误工费,95.88
5279411,交通费,950
5279411,交通费,950
5279411,赔偿金,25578
5279411,医疗费,10681.07
5279411,精神抚慰金,1500
5279975,住院伙食补助费,15
5279975,伙食补助费,15
5279975,残疾赔偿金,51156
5279975,护理费,95.88
5279975,误工费,90.87
5279975,交通费,500
5279975,鉴定费,700
5279975,抚养费,6311
5279975,交通费,500
5279975,赔偿金,51156
5279975,医疗费,4727.4
5279975,精神损害抚慰金,2000
5280131,住院伙食补助费,1380.00
5280131,后续治疗费,7000.00
5280131,伙食补助费,1380.00
5280131,精神抚慰金,3000.00
5280131,精神抚慰金,3000.00
5280131,残疾赔偿金,49142.94
5280131,残疾赔偿金,49142.94
5280131,财产损失,1100.00
5280131,治疗费,7000.00
5280131,护理费,14508.40
5280131,护理费,14508.00
5280131,误工费,9643.84
5280131,误工费,9643.84
5280131,交通费,1037.00
5280131,交通费,1037
5280131,鉴定费,2260.00
5280131,鉴定费,2260.00
5280131,营养费,460.00
5280131,损失费,1100.00
5280131,住宿费,150.00
5280131,住宿费,150.00
5280131,交通费,1037.00
5280131,交通费,1037
5280131,赔偿金,49142.94
5280131,赔偿金,49142.94
5280131,修理费,1100.00
5280131,修理费,1100.00
5280131,医疗费,53556.87
5280131,医疗费,10000.00
5280131,医疗费,10000.00
5280131,鉴定费,1400.00
5280131,鉴定费,860.00
5280714,护理费,90.47
5280714,护理费,90.47
5280714,误工费,90.47
5280714,误工费,98.49
5280714,交通费,325
5280714,交通费,325
5280714,交通费,325
5280714,交通费,325
5281306,修理费,36190.00
5281306,拖车费,6200.00
5281306,车费,6200.00
5282383,精神损害抚慰金,6000
5282383,残疾赔偿金,104000
5282383,医疗费用,10000
5282383,赔偿金,104000
5282383,医疗费,10000
5282383,医疗费,10000
5282383,残疾赔偿金,4496.09
5282383,交通费,440
5282383,交通费,440
5282383,交通费,440
5282383,交通费,440
5282383,赔偿金,4496.09
5282383,医疗费,95063.91
5282383,医疗费,8000
5282383,住院伙食补助费,1500
5282383,后续治疗费,12000
5282383,伙食补助费,1500
5282383,残疾赔偿金,8472.23
5282383,治疗费,12000
5282383,护理费,6460
5282383,误工费,2853.30
5282383,交通费,300
5282383,鉴定费,2100
5282383,营养费,500
5282383,交通费,300
5282383,赔偿金,8472.23
5287549,赡养费,200
5292954,各项损失,10152.01
5292962,财产损失,2000
5292962,车辆损失,2000
5292962,车辆损失,68804
5292962,服务费,800
5292962,停车费,1000
5292962,车费,1000
5292974,护理费,6459.06
5292974,误工费,6459.06
5292974,交通费,6459.06
5292974,复印费,6459.06
5292974,交通费,6459.06
5293313,车辆修理费,46235
5293313,施救费,46235
5293313,修理费,46235
5293313,车费,17250
5297496,借款本金,50000
5297496,借款,50000
5297496,本金,50000
5297511,借款本金,50000
5297511,借款,50000
5297511,本金,50000
5297578,伤残赔偿金,65024.40
5297578,伙食补助费,1215
5297578,精神抚慰金,10000
5297578,财产损失,2000
5297578,医疗费用,10000
5297578,衣物损失,866
5297578,护理费,8412.78
5297578,误工费,4683.77
5297578,误工费,7516.84
5297578,交通费,660
5297578,复印费,45
5297578,交通费,660
5297578,赔偿金,65024.40
5297578,医疗费,10000
5297578,医疗费,4162.45
5297578,医疗费,38886
5297581,借款,1000
5297584,伙食补助费,990
5297584,伙食补助费,990
5297584,财产损失,2000
5297584,医疗费用,10000
5297584,衣物损失,936
5297584,衣物损失,589
5297584,护理费,6060
5297584,护理费,6060
5297584,误工费,11274.40
5297584,误工费,11274.40
5297584,交通费,500
5297584,交通费,500
5297584,复印费,32.50
5297584,复印费,32.50
5297584,交通费,500
5297584,交通费,500
5297584,医疗费,17758.84
5297584,医疗费,10000
5297584,医疗费,1962.75
5297584,医疗费,15796.09
5299507,财产损失,1000
5299507,护理费,1166.94
5299507,误工费,2992.32
5299507,交通费,300
5299507,营养费,270
5299507,损失费,1000
5299507,交通费,300
5299507,医疗费,6823.40
5299507,护理费,3435.99
5299507,误工费,9207.12
5299507,交通费,300
5299507,鉴定费,600
5299507,营养费,795
5299507,交通费,300
5299507,医疗费,26429.90
5299507,医疗费,6823.40
5299507,医疗费,5000
5299507,医疗费,25000
5299552,精神损害抚慰金,2000
5299552,残疾辅助器具费,590
5299552,残疾赔偿金,46370.3
5299552,护理费,16649.5
5299552,误工费,56676.48
5299552,交通费,300
5299552,鉴定费,700
5299552,营养费,8680
5299552,复印费,84
5299552,交通费,300
5299552,赔偿金,46370.3
5299552,医疗费,47323.97
5299552,医疗费,40312.47
5304890,住院伙食补助费,184.00
5304890,伙食补助费,184.00
5304890,护理费,602.28
5304890,误工费,1271.48
5304890,交通费,495.00
5304890,住宿费,270.00
5304890,交通费,495.00
5304890,医疗费,10334.02
5304890,住院伙食补助费,375
5304890,伙食补助费,375
5304890,各项损失,20440.66
5304890,护理费,1628.46
5304890,误工费,3618.8
5304890,交通费,675
5304890,住宿费,360
5304890,交通费,675
5304890,医疗费,13783.4
5312259,借款,79000
5312872,丧葬费,9120
5313201,交通费,1500
5313201,鉴定费,2500
5313201,住宿费,1500
5313201,交通费,1500
5318471,医疗费,1000
5318471,车损,95
5318471,医疗费,14400
5318471,诉讼费,3090
5318471,医疗费,14400
5318533,诉讼费,3550
5318533,医疗费,30886.03
5318533,车费,100
5318619,医疗费,24000
5318619,垫付医疗费,24000
5318619,诉讼费,2050
5318619,医疗费,24000
5318741,住院伙食补助费,480
5318741,伙食补助费,480
5318741,经济损失,13758.98
5318741,护理费,3068.16
5318741,误工费,3068.16
5318741,交通费,600
5318741,交通费,600
5318741,医疗费,6342.66
5318741,车损,300
5318847,住院伙食补助费,1050
5318847,伙食补助费,1050
5318847,医疗费,11035
5318847,医疗费,10000
5318847,诉讼费,535
5318847,医疗费,8000
5319374,精神抚慰金,23000.00
5319374,经济损失,120000
5319374,医药费,10000.00
5319374,赔偿金,87000.00
5319374,被抚养人生活费,81135.00
5319374,二次手术费,7130.00
5319374,经济损失,388090.98
5319374,护理费,10642.68
5319374,误工费,48727.86
5319374,鉴定费,1700.00
5319374,医药费,75292.44
5319374,生活费,81135.00
5319374,赔偿金,66648.00
5319374,车损,90000.00
5319607,住院伙食补助费,930.00
5319607,伙食补助费,930.00
5319607,护理费,5609.14
5319607,误工费,3078.32
5319607,交通费,100.00
5319607,交通费,100.00
5319607,医疗费,7272.20
5329081,精神损害抚慰金,15000
5329081,残疾赔偿金,95000
5329081,财产损失,2000
5329081,赔偿金,95000
5329081,修理费,999
5329081,住院伙食补助费,1515
5329081,伙食补助费,1515
5329081,残疾赔偿金,90784
5329081,护理费,9137.47
5329081,交通费,1200
5329081,医药费,11000
5329081,交通费,1200
5329081,赔偿金,90784
5329081,医疗费,28800.87
5329081,医药费,11000
5329081,鉴定费,1780
5329452,精神损害抚慰金,2000
5329452,残疾赔偿金,46446
5329452,护理费,16736.95
5329452,误工费,30800
5329452,交通费,1000
5329452,施救费,300
5329452,交通费,1000
5329452,赔偿金,46446
5329452,医疗费,10000
5329452,住院伙食补助费,2775
5329452,伙食补助费,2775
5329452,医疗费,4604.80
5332817,精神损害抚慰金,3156.90
5332817,被扶养人生活费,3579.50
5332817,残疾赔偿金,21046.00
5332817,护理费,671.16
5332817,误工费,3723.45
5332817,交通费,410.00
5332817,生活费,3579.50
5332817,交通费,410.00
5332817,赔偿金,21046.00
5332817,医疗费,6392.45
5332817,住院伙食补助费,105.00
5332817,伙食补助费,105.00
5332817,鉴定费,900.00
5332817,复印费,25.00
5333034,经济损失,215556.26
5333034,经济损失,2700
5333034,医疗费,68217.22
5333034,案件受理费,4570
5333034,保全费,1020
5333394,住院期间伙食补助费,2190
5333394,伙食补助费,2190
5333394,护理费,13710.52
5333394,误工费,35200
5333394,交通费,600
5333394,交通费,600
5333394,医疗费,13480.86
5333739,精神损害抚慰金,15000.00
5333739,残疾赔偿金,92892.00
5333739,护理费,2108.00
5333739,赔偿金,92892.00
5333739,医疗费,10000.00
5333739,被扶养人生活费,14718.00
5333739,二次手术费,4500.00
5333739,伙食补助费,2105.00
5333739,损失医疗费,34563.20
5333739,护理费,5943.83
5333739,误工费,7252.68
5333739,交通费,1300
5333739,生活费,14718.00
5333739,住宿费,147.00
5333739,交通费,1300
5333739,医疗费,34563.20
5335013,精神损害抚慰金,229161.69
5335013,车辆损失费,229161.69
5335013,车辆损失,229161.69
5335013,交通费,229161.69
5335013,损失费,229161.69
5335013,交通费,229161.69
5338453,精神损害抚慰金,6629.49
5338453,伤残赔偿金,44196.60
5338453,二次手术费,10000
5338453,二次手术费,38090.09
5338453,伙食补助费,10000
5338453,伙食补助费,38090.09
5338453,护理费,2301.12
5338453,误工费,3615
5338453,交通费,300
5338453,交通费,300
5338453,赔偿金,44196.60
5338453,医疗费,10000
5338453,医疗费,38090.09
5338453,二次手术费,38090.09
5338453,伙食补助费,38090.09
5338453,医疗费,38090.09
5340570,精神损害抚慰金,120000
5340570,医疗费,120000
5340599,经济损失,84940.56
5340599,医疗费,413.33
5341242,本息合计,60000
5341242,本息,60000
5341268,价款,39500
5341321,借款本金,800000
5341321,借款,800000
5341321,本金,800000
5341534,各项经济损失,89707.19
5341534,经济损失,89707.19
5341542,各项经济损失,120000
5341542,经济损失,120000
5341542,经济损失,200835.55
5341570,各项经济损失,47757.18
5341570,经济损失,47757.18
5341570,经济损失,28987.05
5341570,经济损失,28987.05
5341570,鉴定费,2831.71
5341570,诉讼费,2831.71
5342060,各项经济损失,30520
5342060,经济损失,30520
5343087,支行借款本金,25000
5343087,本息合计,29696.60
5343087,借款本金,25000
5343087,借款,25000
5343087,借款,4337.67
5343087,本息,29696.60
5343087,本金,25000
5344133,借款本金,20000
5344133,借款,20000
5344133,本金,20000
5344222,伙食补助费,10000
5344222,生活费,110000
5344222,生活费,110000
5344222,医疗费,10000
5344222,垫付医疗费,15000
5344222,生活费,564833.92
5344222,生活费,564833.92
5344222,医疗费,15000
5344240,精神损害抚慰金,122000
5344240,车辆损失,122000
5344240,施救费,122000
5344275,垫付医疗费,8362.07
5344275,伙食补助费,10000
5344275,丧葬费,110000
5344275,生活费,110000
5344275,医疗费,10000
5344275,医疗费,8362.07
5344275,借款,8362.07
5344275,死亡赔偿金,236022.13
5344275,赔偿金,236022.13
5344275,医疗费,236022.13
5344365,精神损害抚慰金,5630.40
